,R2_RBF,R2_RBFExpSin,MAE_RBF,MAE_RBFExpsin
0,0.8889974370690188,0.889513482983646,9.68188453197685,9.283664251792677
1,0.9295836186463627,0.9218815121942767,4.78503877564182,4.715719295166196
2,0.944914833364294,0.9398965445456081,4.902357262088094,5.231646400254395
3,0.9680930562909661,0.9751701908316563,7.405690953514426,7.64279702796122
4,0.9808565279918625,0.9756891338594187,5.375092409889088,5.44820498468988
5,0.9318303510143531,0.9292671096913299,6.0365620751270885,5.384511219855529
6,0.8614046370554672,0.8739235397313636,7.099584380569767,7.099043706212225
7,0.9267752657114338,0.9318397600713972,13.258717512834323,13.20298317927932
8,0.9766244179699565,0.9741093190242516,5.099664610008306,5.12990666891878
9,0.9906675581602553,0.9860617647427481,9.014389029752747,10.020798195469235
10,0.9030554631063493,0.8798806134355002,9.506882329380032,9.441436280480277
11,0.5114816309062478,0.510587166544036,25.852587241162006,25.775877811001163
12,0.9189894321415393,0.9135695638971202,2.730204998459141,8.589030450050164
13,0.9422695920568349,0.9415088196819167,2.6717877277067235,3.514933884144358
14,0.9732706972308821,0.9709196505601018,6.1744599631251464,26.651514132783262
15,0.9782076153705699,0.9776007776497946,3.7959422567260086,3.8449661147235834
16,0.9658312272108336,0.9598531737559379,4.552074974996621,4.579937290945722
17,0.9024224537562802,0.8970414760977349,4.178240614769606,4.098244920969553
18,0.9666144407331868,0.9635363533153956,12.598232346750086,12.726121371277115
19,0.9522139761653918,0.945163377302591,8.136288177031343,12.11758643396858
20,0.9714769176219742,0.967984672422181,3.6216423859106808,3.6191696004048506
21,0.8713524824461992,0.8631518425178851,13.958654375514513,14.01599254290172
22,0.8839150346006016,0.8715678420700952,7.878504760260869,27.020354584960252
23,0.9605924952321806,0.9597545149540067,6.109815988616878,6.030356891707087
24,0.9025536033272279,0.8881127734566064,5.379297740743437,8.457348955348882
25,0.9639913984845152,0.9618428416219656,4.3841791356506015,4.217533036472992
26,0.8612785943237063,0.859432809561371,6.991376228367707,7.060517348274015
27,0.9446393103128745,0.9396001919598646,5.24783098329369,5.244752136528287
28,0.8167555009464185,0.8129142136867383,5.859237852480745,5.867809888533482
29,0.7501328212535643,0.7408747908927483,19.656835307337403,19.706409956481725
30,0.8120421063811617,0.8033855156415848,11.44909651984984,11.4374644137627
31,0.985737285225927,0.9825762630020847,5.105956847356686,5.116768195409664
32,0.9635930507122066,0.9626342416334569,8.697667251924768,8.665070460345742
33,0.976457899032753,0.9653004018687422,5.0115864176745175,4.835293227307374
34,0.958983390557358,0.9513563958266531,3.7275050706089536,3.644252718058783
35,0.8868414383447598,0.8728630414368909,5.5189563398290575,5.338323845112033
36,0.9455640073432053,0.9378863656607715,8.889608345121372,8.920512833432365
37,0.986275696661198,0.985392614378974,2.7208251444993525,2.665839611532556
38,0.9489106685821492,0.9407487955754714,3.7151106092010586,3.7932386483033302
39,0.9657549706778884,0.9561853778634761,3.8760435922636667,3.8099271254394718
40,0.9123107545633258,0.9125760205596873,6.5014542709923955,6.5277099268382095
41,0.9724239695913471,0.9685609708763222,2.3574018226693987,2.3494615338871725
42,0.9558917553891768,0.955190307001223,4.870477174523547,4.919388690187093
43,0.9652653717151837,0.9537687918293523,2.651660505242342,27.444007717799675
44,0.7192331630442488,0.7460519507786135,9.604712826100425,19.93002253578898
45,0.9818102556144291,0.9774762240292119,5.237288367143037,5.221977887871406
46,0.963965963907085,0.963860217792722,5.872646280940321,28.23877753889882
47,0.6813338806159888,0.6600187631283949,17.887079941194756,33.8727199733831
48,0.9244297231802812,0.9230650970749719,4.489279933731295,28.550425502080333
49,0.8583953783177827,0.8527771359075551,7.447583446147213,28.807253111738618
50,0.7607544946476392,0.7544608740606736,11.73208946695159,11.66454778303226
51,0.9487254032319964,0.9493734042477819,13.877835617618853,14.514079976690871
52,0.9899460443400573,0.9867276413174672,10.210908593033198,10.396343057828172
53,0.7751254933963452,0.7693773387922834,18.789726986858334,18.798071099862376
54,0.9002120343298391,0.906242022181131,16.59228689903122,16.6199213449099
55,0.8461481290280428,0.8389011931860982,9.675653229408052,9.770600408523144
56,0.9591079670518042,0.9630728563056238,3.3382635931457347,3.3785261952493637
57,0.948472902938104,0.9485309681849051,21.072858954594537,16.39147758614418
58,0.9749321890987551,0.9720535706710012,9.882881085351203,10.207081593035447
59,0.983323509868359,0.977799553610033,3.0047718810656985,6.681988075235839
60,0.9183163463841055,0.9183617856809159,14.237387513713633,14.72782270823306
61,0.9080029439037417,0.8988238103272996,10.055684459246201,10.283268940887673
62,0.8935358830152185,0.8873545379734172,10.77187204387544,10.706623927403749
63,0.9743625741180203,0.9693302584812956,6.0554456554287714,6.204963823672108
64,0.7502607388864038,0.7536087252576172,12.73260803862741,12.775826925357238
