"","qrt","evt","cl","de","locX","locY","opt1","opt2","mtype","etype","opid","tid","pid","hs","vs","epid","oftid","ord","id"
"1","1st","2","12:00","Start Period","0","-80","0","0","0","12","","0","0","0","0","","0","20000","0021901315"
"2","1st","4","11:57","Jump Ball Embiid vs Green (Horford gains possession)","0","-80","0","0","0","10","201145","1610612755","203954","0","0","201143","1610612755","60000","0021901315"
"3","1st","7","11:40","[PHI] Embiid Jump Shot: Missed","-86","33","2","0","1","2","201935","1610612755","203954","0","0","","1610612755","70000","0021901315"
"4","1st","9","11:39","[PHI] Embiid Rebound (Off:1 Def:0)","-86","33","1","0","0","4","","1610612755","203954","0","0","","1610612755","90000","0021901315"
"5","1st","10","11:35","[PHI] Embiid Turnover : Bad Pass (1 TO) Steal:Covington (1 ST)","29","92","1","0","1","5","203496","1610612755","203954","0","0","","1610612755","1e+05","0021901315"
"6","1st","12","11:22","[HOU 2-0] Harden Driving Layup Shot: Made (2 PTS)","-17","14","2","0","6","1","","1610612745","201935","2","0","","1610612745","120000","0021901315"
"7","1st","13","11:22","[PHI] Milton Foul: Shooting (1 PF) (1 FTA) (K Fitzgerald)","-17","14","0","0","2","6","201935","1610612755","1629003","2","0","","1610612745","130000","0021901315"
"8","1st","15","11:22","[HOU 3-0] Harden Free Throw 1 of 1 (3 PTS)","0","-80","1","0","10","3","","1610612745","201935","3","0","","1610612745","150000","0021901315"
"9","1st","16","11:08","[PHI 2-3] Embiid Driving Dunk Shot: Made (2 PTS) Assist: Horford (1 AST)","5","10","2","0","9","1","","1610612755","203954","3","2","201143","1610612755","160000","0021901315"
"10","1st","18","10:46","[HOU] Tucker 3pt Shot: Missed","9","263","3","0","1","2","","1610612745","200782","3","2","","1610612745","180000","0021901315"
"11","1st","19","10:45","[PHI] Harris Rebound (Off:0 Def:1)","9","263","0","0","0","4","","1610612755","202699","3","2","","1610612745","190000","0021901315"
"12","1st","20","10:37","[PHI 5-3] Harris 3pt Shot: Made (3 PTS)","60","272","3","0","1","1","","1610612755","202699","3","5","","1610612755","2e+05","0021901315"
"13","1st","21","10:19","[HOU 6-5] Covington 3pt Shot: Made (3 PTS) Assist: Gordon (1 AST)","223","43","3","0","1","1","","1610612745","203496","6","5","201569","1610612745","210000","0021901315"
"14","1st","23","10:04","[HOU] Tucker Foul: Shooting (1 PF) (2 FTA) (C Kirkland)","78","99","0","0","2","6","203954","1610612745","200782","6","5","","1610612755","230000","0021901315"
"15","1st","25","10:04","[PHI 6-6] Embiid Free Throw 1 of 2 (3 PTS)","0","-80","1","0","11","3","","1610612755","203954","6","6","","1610612755","250000","0021901315"
"16","1st","26","10:04","[PHI] Embiid Free Throw 2 of 2 Missed","0","-80","2","0","12","3","","1610612755","203954","6","6","","1610612755","260000","0021901315"
"17","1st","27","10:04","[HOU] Covington Rebound (Off:0 Def:1)","0","-80","0","0","0","4","","1610612745","203496","6","6","","1610612755","260001","0021901315"
"18","1st","28","09:54","[HOU 9-6] Harden 3pt Shot: Made (6 PTS) Assist: Green (1 AST)","81","245","3","0","80","1","","1610612745","201935","9","6","201145","1610612745","280000","0021901315"
"19","1st","30","09:30","[PHI 8-9] Embiid Turnaround Jump Shot: Made (5 PTS)","71","115","2","0","47","1","","1610612755","203954","9","8","","1610612755","3e+05","0021901315"
"20","1st","31","09:11","[HOU 11-8] Tucker Hook Shot: Made (2 PTS) Assist: Harden (1 AST)","-13","57","2","0","3","1","","1610612745","200782","11","8","201935","1610612745","310000","0021901315"
"21","1st","33","08:57","[PHI] Embiid Jump Shot: Missed","-65","115","2","0","1","2","201569","1610612755","203954","11","8","","1610612755","330000","0021901315"
"22","1st","35","08:56","[HOU] Gordon Rebound (Off:0 Def:1)","-65","115","0","0","0","4","","1610612745","201569","11","8","","1610612755","350000","0021901315"
"23","1st","36","08:55","[PHI] Embiid Foul: Personal Take (1 PF) (C Kirkland)","156","497","0","0","28","6","201569","1610612755","203954","11","8","","1610612745","360000","0021901315"
"24","1st","38","08:47","[PHI] Milton Foul: Personal (2 PF) (C Kirkland)","141","200","0","0","1","6","201569","1610612755","1629003","11","8","","1610612745","380000","0021901315"
"25","1st","40","08:37","[HOU 13-8] Gordon Driving Finger Roll Layup Shot: Made (2 PTS)","-16","6","2","0","75","1","","1610612745","201569","13","8","","1610612745","4e+05","0021901315"
"26","1st","41","08:16","[PHI 10-13] Harris Pullup Jump shot: Made (5 PTS)","38","135","2","0","79","1","","1610612755","202699","13","10","","1610612755","410000","0021901315"
"27","1st","42","08:05","[HOU] Harden 3pt Shot: Missed","82","251","3","0","1","2","","1610612745","201935","13","10","","1610612745","420000","0021901315"
"28","1st","43","08:04","[PHI] Milton Rebound (Off:0 Def:1)","82","251","0","0","0","4","","1610612755","1629003","13","10","","1610612745","430000","0021901315"
"29","1st","44","07:59","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","13","10","","1610612755","440000","0021901315"
"30","1st","45","07:59","[HOU] Covington Substitution replaced by McLemore","0","-80","0","0","0","8","","1610612745","203496","13","10","203463","1610612755","450000","0021901315"
"31","1st","46","07:59","[PHI] Milton Substitution replaced by Burks","0","-80","0","0","0","8","","1610612755","1629003","13","10","202692","1610612755","460000","0021901315"
"32","1st","49","07:49","[PHI 12-13] Embiid Layup Shot: Made (7 PTS) Assist: Burks (1 AST)","25","55","2","0","5","1","","1610612755","203954","13","12","202692","1610612755","490000","0021901315"
"33","1st","51","07:36","[HOU] Harden Turnover : Bad Pass (1 TO) Steal:Burks (1 ST)","-13","258","1","0","1","5","202692","1610612745","201935","13","12","","1610612745","510000","0021901315"
