"","qrt","evt","cl","de","locX","locY","opt1","opt2","mtype","etype","opid","tid","pid","hs","vs","epid","oftid","ord","id"
"1","1st","2","12:00","Start Period","0","-80","0","0","0","12","","0","0","0","0","","0","20000","0021900093"
"2","1st","4","11:57","Jump Ball Capela vs Valanciunas (Gordon gains possession)","0","-80","0","0","0","10","202685","1610612745","203991","0","0","201569","1610612745","60000","0021900093"
"3","1st","7","11:47","[HOU] Capela Turnover : Out of Bounds - Bad Pass Turnover (1 TO)","225","72","0","0","45","5","","1610612745","203991","0","0","","1610612745","70000","0021900093"
"4","1st","8","11:27","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","0","0","","1610612763","80000","0021900093"
"5","1st","9","11:24","[MEM] Morant Driving Floating Jump Shot: Missed","-94","34","2","0","101","2","201935","1610612763","1629630","0","0","","1610612763","90000","0021900093"
"6","1st","11","11:23","[MEM] Brooks Rebound (Off:1 Def:0)","-94","34","1","0","0","4","","1610612763","1628415","0","0","","1610612763","110000","0021900093"
"7","1st","12","11:23","[MEM] Brooks Turnaround Fadeaway shot: Missed","-92","56","2","0","86","2","","1610612763","1628415","0","0","","1610612763","120000","0021900093"
"8","1st","13","11:23","[MEM] Team Rebound","6","31","1","0","0","4","","1610612763","0","0","0","","1610612763","130000","0021900093"
"9","1st","14","11:23","[MEM] Team Turnover : Shot Clock Turnover","9","2","0","0","11","5","","1610612763","0","0","0","","1610612763","140000","0021900093"
"10","1st","15","11:14","[HOU] Harden 3pt Shot: Missed","190","159","3","0","1","2","","1610612745","201935","0","0","","1610612745","150000","0021900093"
"11","1st","16","11:14","[HOU] Team Rebound","190","159","1","0","0","4","","1610612745","0","0","0","","1610612745","160000","0021900093"
"12","1st","17","11:14","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","0","0","","1610612745","170000","0021900093"
"13","1st","18","11:09","[HOU] House Jr. 3pt Shot: Missed","-172","189","3","0","1","2","","1610612745","1627863","0","0","","1610612745","180000","0021900093"
"14","1st","19","11:08","[MEM] Team Rebound","-172","189","0","0","0","4","","1610612763","0","0","0","","1610612745","190000","0021900093"
"15","1st","20","11:08","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","0","0","","1610612763","2e+05","0021900093"
"16","1st","21","10:59","[HOU] Gordon Foul: Personal (1 PF) (B Forte)","110","151","0","0","1","6","1629630","1610612745","201569","0","0","","1610612763","210000","0021900093"
"17","1st","23","10:53","[MEM 2-0] Morant Driving Floating Jump Shot: Made (2 PTS)","-53","80","2","0","101","1","","1610612763","1629630","2","0","","1610612763","230000","0021900093"
"18","1st","24","10:46","[MEM] Morant Foul: Shooting (1 PF) (2 FTA) (B Forte)","10","10","0","0","2","6","201569","1610612763","1629630","2","0","","1610612745","240000","0021900093"
"19","1st","26","10:46","[HOU 1-2] Gordon Free Throw 1 of 2 (1 PTS)","0","-80","1","0","11","3","","1610612745","201569","2","1","","1610612745","260000","0021900093"
"20","1st","27","10:46","[HOU] Gordon Free Throw 2 of 2 Missed","0","-80","2","0","12","3","","1610612745","201569","2","1","","1610612745","270000","0021900093"
"21","1st","28","10:44","[MEM] Crowder Rebound (Off:0 Def:1)","0","-80","0","0","0","4","","1610612763","203109","2","1","","1610612745","270001","0021900093"
"22","1st","29","10:34","[MEM] Brooks Pullup Jump shot: Missed","100","107","2","0","79","2","","1610612763","1628415","2","1","","1610612763","290000","0021900093"
"23","1st","30","10:31","[HOU] Harden Rebound (Off:0 Def:1)","100","107","0","0","0","4","","1610612745","201935","2","1","","1610612763","3e+05","0021900093"
"24","1st","31","10:26","[HOU] Harden Running Layup Shot: Missed","9","9","2","1","41","2","1629634","1610612745","201935","2","1","","1610612745","310000","0021900093"
"25","1st","33","10:26","[HOU] Team Rebound","9","9","1","0","0","4","","1610612745","0","2","1","","1610612745","330000","0021900093"
"26","1st","34","10:26","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","2","1","","1610612745","340000","0021900093"
"27","1st","35","10:18","[HOU] Harden Driving Floating Jump Shot: Missed","-50","74","2","0","101","2","","1610612745","201935","2","1","","1610612745","350000","0021900093"
"28","1st","36","10:15","[MEM] Valanciunas Rebound (Off:0 Def:1)","-50","74","0","0","0","4","","1610612763","202685","2","1","","1610612745","360000","0021900093"
"29","1st","37","10:12","[MEM 4-1] Morant Running Layup Shot: Made (4 PTS)","6","5","2","1","41","1","","1610612763","1629630","4","1","","1610612763","370000","0021900093"
"30","1st","38","09:52","[HOU] Harden Layup Shot: Missed","-17","17","2","0","5","2","","1610612745","201935","4","1","","1610612745","380000","0021900093"
"31","1st","40","09:48","[HOU] Harden Rebound (Off:1 Def:1)","-17","17","1","0","0","4","","1610612745","201935","4","1","","1610612745","4e+05","0021900093"
"32","1st","41","09:47","[HOU 4-4] House Jr. 3pt Shot: Made (3 PTS) Assist: Harden (1 AST)","156","195","3","0","80","1","","1610612745","1627863","4","4","201935","1610612745","410000","0021900093"
"33","1st","43","09:30","[MEM 6-4] Valanciunas Jump Shot: Made (2 PTS)","-111","140","2","0","1","1","","1610612763","202685","6","4","","1610612763","430000","0021900093"
"34","1st","44","09:23","[HOU] Gordon 3pt Shot: Missed","-131","236","3","0","2","2","","1610612745","201569","6","4","","1610612745","440000","0021900093"
"35","1st","45","09:19","[MEM] Clarke Rebound (Off:0 Def:1)","-131","236","0","0","0","4","","1610612763","1629634","6","4","","1610612745","450000","0021900093"
"36","1st","46","09:03","[MEM] Valanciunas Turnaround Hook Shot: Missed","-43","14","2","0","58","2","","1610612763","202685","6","4","","1610612763","460000","0021900093"
"37","1st","47","09:01","[HOU] Capela Rebound (Off:0 Def:1)","-43","14","0","0","0","4","","1610612745","203991","6","4","","1610612763","470000","0021900093"
"38","1st","48","08:53","[HOU 6-6] Capela Cutting Layup Shot: Made (2 PTS) Assist: House Jr. (1 AST)","-17","15","2","0","98","1","","1610612745","203991","6","6","1627863","1610612745","480000","0021900093"
"39","1st","50","08:31","[MEM 9-6] Crowder 3pt Shot: Made (3 PTS) Assist: Morant (1 AST)","169","184","3","0","1","1","","1610612763","203109","9","6","1629630","1610612763","5e+05","0021900093"
"40","1st","52","08:14","[MEM] Brooks Foul: Shooting (1 PF) (3 FTA) (J Goble)","128","213","0","0","2","6","201935","1610612763","1628415","9","6","","1610612745","520000","0021900093"
"41","1st","54","08:14","[HOU 7-9] Harden Free Throw 1 of 3 (1 PTS)","0","-80","1","0","13","3","","1610612745","201935","9","7","","1610612745","540000","0021900093"
"42","1st","55","08:14","[HOU 8-9] Harden Free Throw 2 of 3 (2 PTS)","0","-80","1","0","14","3","","1610612745","201935","9","8","","1610612745","550000","0021900093"
"43","1st","56","08:14","[HOU 9-9] Harden Free Throw 3 of 3 (3 PTS)","0","-80","1","0","15","3","","1610612745","201935","9","9","","1610612745","560000","0021900093"
"44","1st","57","08:02","[MEM] Valanciunas 3pt Shot: Missed","231","23","3","0","1","2","","1610612763","202685","9","9","","1610612763","570000","0021900093"
"45","1st","58","07:58","[MEM] Clarke Rebound (Off:1 Def:1)","231","23","1","0","0","4","","1610612763","1629634","9","9","","1610612763","580000","0021900093"
"46","1st","59","07:57","[MEM] Clarke Putback Layup Shot: Missed","-6","7","2","0","72","2","","1610612763","1629634","9","9","","1610612763","590000","0021900093"
"47","1st","60","07:57","[MEM] Morant Rebound (Off:1 Def:0)","-6","7","1","0","0","4","","1610612763","1629630","9","9","","1610612763","6e+05","0021900093"
"48","1st","61","07:53","[MEM 11-9] Morant Tip Dunk Shot: Made (6 PTS)","0","-5","2","0","107","1","","1610612763","1629630","11","9","","1610612763","610000","0021900093"
"49","1st","62","07:47","[HOU] House Jr. 3pt Shot: Missed","223","-17","3","0","2","2","","1610612745","1627863","11","9","","1610612745","620000","0021900093"
"50","1st","63","07:45","[HOU] House Jr. Rebound (Off:1 Def:0)","223","-17","1","0","0","4","","1610612745","1627863","11","9","","1610612745","630000","0021900093"
"51","1st","64","07:45","[HOU] House Jr. Driving Dunk Shot: Missed","5","8","2","0","9","2","","1610612745","1627863","11","9","","1610612745","640000","0021900093"
"52","1st","65","07:40","[MEM] Morant Rebound (Off:1 Def:1)","5","8","0","0","0","4","","1610612763","1629630","11","9","","1610612745","650000","0021900093"
"53","1st","66","07:35","[MEM] Crowder Jump Shot: Missed","-205","-11","2","0","1","2","","1610612763","203109","11","9","","1610612763","660000","0021900093"
"54","1st","67","07:34","[HOU] Tucker Rebound (Off:0 Def:1)","-205","-11","0","0","0","4","","1610612745","200782","11","9","","1610612763","670000","0021900093"
"55","1st","68","07:31","[HOU 11-11] Capela Running Layup Shot: Made (4 PTS) Assist: Harden (2 AST)","-16","5","2","1","41","1","","1610612745","203991","11","11","201935","1610612745","680000","0021900093"
"56","1st","70","07:31","[MEM] Morant Foul: Shooting (2 PF) (1 FTA) (B Forte)","-16","5","0","0","2","6","203991","1610612763","1629630","11","11","","1610612745","7e+05","0021900093"
"57","1st","72","07:31","[HOU] Capela Free Throw 1 of 1 Missed","0","-80","2","1","10","3","","1610612745","203991","11","11","","1610612745","720000","0021900093"
"58","1st","73","07:29","[MEM] Valanciunas Rebound (Off:0 Def:2)","0","-80","0","0","0","4","","1610612763","202685","11","11","","1610612745","720001","0021900093"
"59","1st","74","07:13","[MEM] Morant Fadeaway Jump Shot: Missed","55","102","2","0","63","2","","1610612763","1629630","11","11","","1610612763","740000","0021900093"
"60","1st","75","07:11","[HOU] Gordon Rebound (Off:0 Def:1)","55","102","0","0","0","4","","1610612745","201569","11","11","","1610612763","750000","0021900093"
"61","1st","76","07:05","[HOU] Harden 3pt Shot: Missed","-143","231","3","0","79","2","","1610612745","201935","11","11","","1610612745","760000","0021900093"
"62","1st","77","07:03","[HOU] Harden Rebound (Off:2 Def:1)","-143","231","1","0","0","4","","1610612745","201935","11","11","","1610612745","770000","0021900093"
"63","1st","78","07:00","[HOU] House Jr. 3pt Shot: Missed","166","197","3","0","1","2","","1610612745","1627863","11","11","","1610612745","780000","0021900093"
"64","1st","79","06:56","[MEM] Clarke Rebound (Off:1 Def:2)","166","197","0","0","0","4","","1610612763","1629634","11","11","","1610612745","790000","0021900093"
"65","1st","80","06:53","[HOU] Gordon Foul: Shooting (2 PF) (2 FTA) (B Forte)","-37","96","0","0","2","6","1628415","1610612745","201569","11","11","","1610612763","8e+05","0021900093"
"66","1st","82","06:53","[MEM] Team Timeout : Regular","0","-80","0","0","1","9","","1610612763","1610612763","11","11","","1610612763","820000","0021900093"
"67","1st","83","06:53","[MEM] Clarke Substitution replaced by Jones","0","-80","0","0","0","8","","1610612763","1629634","11","11","1626145","1610612763","830000","0021900093"
"68","1st","84","06:53","[MEM] Morant Substitution replaced by S Hill","0","-80","0","0","0","8","","1610612763","1629630","11","11","203524","1610612763","840000","0021900093"
"69","1st","85","06:53","[HOU] Tucker Substitution replaced by Rivers","0","-80","0","0","0","8","","1610612745","200782","11","11","203085","1610612763","850000","0021900093"
