"","qrt","evt","cl","de","locX","locY","opt1","opt2","mtype","etype","opid","tid","pid","hs","vs","epid","oftid","ord","id"
"1","1st","2","12:00","Start Period","0","-80","0","0","0","12","","0","0","0","0","","0","20000","0021900032"
"2","1st","4","11:55","Jump Ball Capela vs Favors (Tucker gains possession)","0","-80","0","0","0","10","202324","1610612745","203991","0","0","200782","1610612745","60000","0021900032"
"3","1st","7","11:44","Stoppage: Equipment Malfunction","0","-80","0","0","5","20","","0","0","0","0","","1610612745","70000","0021900032"
"4","1st","8","11:38","[HOU 2-0] Harden Driving Layup Shot: Made (2 PTS) Assist: Capela (1 AST)","-14","8","2","0","6","1","","1610612745","201935","2","0","203991","1610612745","80000","0021900032"
"5","1st","9","11:22","[NOP] Redick 3pt Shot: Missed","-64","257","3","0","1","2","","1610612740","200755","2","0","","1610612740","90000","0021900032"
"6","1st","10","11:19","[HOU] Capela Rebound (Off:0 Def:1)","-64","257","0","0","0","4","","1610612745","203991","2","0","","1610612740","1e+05","0021900032"
"7","1st","11","11:11","[HOU] Tucker Turnover : Out of Bounds - Bad Pass Turnover (1 TO)","235","58","0","0","45","5","","1610612745","200782","2","0","","1610612745","110000","0021900032"
"8","1st","12","11:00","[NOP] Hart 3pt Shot: Missed","90","235","3","0","1","2","","1610612740","1628404","2","0","","1610612740","120000","0021900032"
"9","1st","13","10:57","[HOU] Westbrook Rebound (Off:0 Def:1)","90","235","0","0","0","4","","1610612745","201566","2","0","","1610612740","130000","0021900032"
"10","1st","14","10:52","[HOU 5-0] House Jr. 3pt Shot: Made (3 PTS) Assist: Westbrook (1 AST)","221","11","3","1","1","1","","1610612745","1627863","5","0","201566","1610612745","140000","0021900032"
"11","1st","16","10:36","[NOP 2-5] Ingram Driving Finger Roll Layup Shot: Made (2 PTS)","5","13","2","0","75","1","","1610612740","1627742","5","2","","1610612740","160000","0021900032"
"12","1st","18","10:24","[NOP] Ingram Foul: Personal (1 PF) (J Goble)","-141","162","0","0","1","6","201935","1610612740","1627742","5","2","","1610612745","170000","0021900032"
"13","1st","20","10:18","[HOU] Capela Turnover : Out of Bounds Lost Ball Turnover (1 TO)","97","-35","0","0","40","5","","1610612745","203991","5","2","","1610612745","190000","0021900032"
"14","1st","21","10:11","[NOP 5-5] Ball 3pt Shot: Made (3 PTS)","28","261","3","0","79","1","","1610612740","1628366","5","5","","1610612740","2e+05","0021900032"
"15","1st","22","09:56","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","5","5","","1610612745","210000","0021900032"
"16","1st","23","09:50","[HOU 7-5] Capela Alley Oop Dunk Shot: Made (2 PTS) Assist: Harden (1 AST)","3","6","2","0","52","1","","1610612745","203991","7","5","201935","1610612745","220000","0021900032"
"17","1st","25","09:40","[NOP] Redick Turnover : Out of Bounds - Bad Pass Turnover (1 TO)","20","215","0","0","45","5","","1610612740","200755","7","5","","1610612740","240000","0021900032"
"18","1st","26","09:27","[HOU] Tucker Driving Layup Shot: Missed","24","11","2","0","6","2","","1610612745","200782","7","5","","1610612745","250000","0021900032"
"19","1st","28","09:26","[NOP] Ingram Rebound (Off:0 Def:1)","24","11","0","0","0","4","","1610612740","1627742","7","5","","1610612745","270000","0021900032"
"20","1st","29","09:17","[NOP] Redick Turnaround Jump Shot: Missed","-18","138","2","0","47","2","1627863","1610612740","200755","7","5","","1610612740","280000","0021900032"
"21","1st","31","09:12","[HOU] Westbrook Rebound (Off:0 Def:2)","-18","138","0","0","0","4","","1610612745","201566","7","5","","1610612740","3e+05","0021900032"
"22","1st","32","09:04","[HOU 9-5] Capela Turnaround Hook Shot: Made (4 PTS) Assist: Westbrook (2 AST)","-51","27","2","0","58","1","","1610612745","203991","9","5","201566","1610612745","310000","0021900032"
"23","1st","34","08:53","[NOP 7-9] Favors Reverse Layup Shot: Made (2 PTS) Assist: Ball (1 AST)","11","10","2","0","44","1","","1610612740","202324","9","7","1628366","1610612740","330000","0021900032"
"24","1st","36","08:43","[NOP] Redick Foul: Personal (1 PF) (B Taylor)","37","282","0","0","1","6","201935","1610612740","200755","9","7","","1610612745","350000","0021900032"
"25","1st","38","08:35","[HOU] Tucker 3pt Shot: Missed","226","9","3","0","1","2","","1610612745","200782","9","7","","1610612745","370000","0021900032"
"26","1st","39","08:32","[NOP] Ball Rebound (Off:0 Def:1)","226","9","0","0","0","4","","1610612740","1628366","9","7","","1610612745","380000","0021900032"
