"","qrt","evt","cl","de","locX","locY","opt1","opt2","mtype","etype","opid","tid","pid","hs","vs","epid","oftid","ord","id"
"1","1st","2","12:00","Start Period","0","-80","0","0","0","12","","0","0","0","0","","0","20000","0021900633"
"2","1st","4","11:56","Jump Ball McGee vs Capela (James gains possession)","0","-80","0","0","0","10","203991","1610612747","201580","0","0","2544","1610612747","60000","0021900633"
"3","1st","7","11:43","[LAL] Bradley Turnover : Lost Ball (1 TO) Steal:Westbrook (1 ST)","-14","135","1","0","2","5","201566","1610612747","202340","0","0","","1610612747","70000","0021900633"
"4","1st","9","11:33","[LAL] McGee Foul: Shooting (1 PF) (2 FTA) (M Boland)","64","103","0","0","2","6","201935","1610612747","201580","0","0","","1610612745","90000","0021900633"
"5","1st","11","11:33","[HOU 1-0] Harden Free Throw 1 of 2 (1 PTS)","0","-80","1","0","11","3","","1610612745","201935","1","0","","1610612745","110000","0021900633"
"6","1st","12","11:33","[HOU 2-0] Harden Free Throw 2 of 2 (2 PTS)","0","-80","1","0","12","3","","1610612745","201935","2","0","","1610612745","120000","0021900633"
"7","1st","13","11:19","Stoppage: Equipment Malfunction","0","-80","0","0","5","20","","0","0","2","0","","1610612747","130000","0021900633"
"8","1st","14","11:11","[LAL] Kuzma 3pt Shot: Missed","145","217","3","0","1","2","","1610612747","1628398","2","0","","1610612747","140000","0021900633"
"9","1st","15","11:10","[HOU] McLemore Rebound (Off:0 Def:1)","145","217","0","0","0","4","","1610612745","203463","2","0","","1610612747","150000","0021900633"
"10","1st","16","11:01","[HOU 4-0] Westbrook Driving Layup Shot: Made (2 PTS)","11","-5","2","0","6","1","","1610612745","201566","4","0","","1610612745","160000","0021900633"
"11","1st","17","10:40","[LAL] Green 3pt Shot: Missed","231","20","3","0","1","2","","1610612747","201980","4","0","","1610612747","170000","0021900633"
"12","1st","18","10:39","[LAL] Team Rebound","231","20","1","0","0","4","","1610612747","0","4","0","","1610612747","180000","0021900633"
"13","1st","19","10:39","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","4","0","","1610612747","190000","0021900633"
"14","1st","20","10:31","[LAL] Bradley Pullup Jump shot: Missed","55","186","2","0","79","2","","1610612747","202340","4","0","","1610612747","2e+05","0021900633"
"15","1st","21","10:29","[HOU] Capela Rebound (Off:0 Def:1)","55","186","0","0","0","4","","1610612745","203991","4","0","","1610612747","210000","0021900633"
"16","1st","22","10:25","[LAL] Bradley Foul: Shooting (1 PF) (3 FTA) (Z Zarba)","-150","214","0","0","2","6","201935","1610612747","202340","4","0","","1610612745","220000","0021900633"
"17","1st","24","10:25","[HOU] Harden Free Throw 1 of 3 Missed","0","-80","2","0","13","3","","1610612745","201935","4","0","","1610612745","240000","0021900633"
"18","1st","25","10:25","[HOU] Team Rebound","0","-80","1","0","1","4","","1610612745","0","4","0","","1610612745","240001","0021900633"
"19","1st","26","10:25","[HOU 5-0] Harden Free Throw 2 of 3 (3 PTS)","0","-80","1","0","14","3","","1610612745","201935","5","0","","1610612745","260000","0021900633"
"20","1st","27","10:25","[HOU 6-0] Harden Free Throw 3 of 3 (4 PTS)","0","-80","1","0","15","3","","1610612745","201935","6","0","","1610612745","270000","0021900633"
"21","1st","28","10:14","[LAL] McGee Layup Shot: Missed","-57","72","2","0","5","2","","1610612747","201580","6","0","","1610612747","280000","0021900633"
"22","1st","29","10:12","[HOU] Tucker Rebound (Off:0 Def:1)","-57","72","0","0","0","4","","1610612745","200782","6","0","","1610612747","290000","0021900633"
"23","1st","30","10:06","[HOU] Harden 3pt Shot: Missed","33","261","3","0","1","2","","1610612745","201935","6","0","","1610612745","3e+05","0021900633"
