"","qrt","evt","cl","de","locX","locY","opt1","opt2","mtype","etype","opid","tid","pid","hs","vs","epid","oftid","ord","id"
"1","1st","2","12:00","Start Period","0","-80","0","0","0","12","","0","0","0","0","","0","20000","0021900303"
"2","1st","4","12:00","Jump Ball Poeltl vs Capela (Gay gains possession)","0","-80","0","0","0","10","203991","1610612759","1627751","0","0","200752","1610612759","60000","0021900303"
"3","1st","7","12:00","Stoppage: Equipment Malfunction","0","-80","0","0","5","20","","0","0","0","0","","1610612759","70000","0021900303"
"4","1st","8","11:42","[SAS] Gay Pullup Jump shot: Missed","-54","131","2","0","79","2","","1610612759","200752","0","0","","1610612759","80000","0021900303"
"5","1st","9","11:38","[HOU] Capela Rebound (Off:0 Def:1)","-54","131","0","0","0","4","","1610612745","203991","0","0","","1610612759","90000","0021900303"
"6","1st","10","11:23","[HOU 2-0] Capela Driving Finger Roll Layup Shot: Made (2 PTS) Assist: Westbrook (1 AST)","-4","7","2","0","75","1","","1610612745","203991","0","2","201566","1610612745","1e+05","0021900303"
"7","1st","12","11:04","[SAS 2-2] Forbes Step Back Jump shot: Made (2 PTS) Assist: Poeltl (1 AST)","-125","114","2","0","80","1","","1610612759","1627854","2","2","1627751","1610612759","120000","0021900303"
"8","1st","14","10:51","[HOU 4-2] Capela Dunk Shot: Made (4 PTS) Assist: Westbrook (2 AST)","1","17","2","0","7","1","","1610612745","203991","2","4","201566","1610612745","140000","0021900303"
"9","1st","16","10:47","[SAS] Team Timeout : Regular","0","-80","0","0","1","9","","1610612759","1610612759","2","4","","1610612759","160000","0021900303"
"10","1st","17","10:33","[SAS] DeRozan Pullup Jump shot: Missed","87","109","2","0","79","2","","1610612759","201942","2","4","","1610612759","170000","0021900303"
"11","1st","18","10:32","[SAS] DeRozan Rebound (Off:1 Def:0)","87","109","1","0","0","4","","1610612759","201942","2","4","","1610612759","180000","0021900303"
"12","1st","19","10:24","[SAS] Gay Turnover : Lost Ball (1 TO) Steal:Westbrook (1 ST)","-122","83","1","0","2","5","201566","1610612759","200752","2","4","","1610612759","190000","0021900303"
"13","1st","21","10:20","[HOU] Westbrook Running Finger Roll Layup Shot: Missed","-10","15","2","1","76","2","","1610612745","201566","2","4","","1610612745","210000","0021900303"
"14","1st","22","10:17","[SAS] Gay Rebound (Off:0 Def:1)","-10","15","0","0","0","4","","1610612759","200752","2","4","","1610612745","220000","0021900303"
"15","1st","23","10:11","[SAS 5-4] Forbes 3pt Shot: Made (5 PTS) Assist: DeRozan (1 AST)","226","5","3","0","1","1","","1610612759","1627854","5","4","201942","1610612759","230000","0021900303"
"16","1st","25","09:49","[HOU 7-5] Westbrook 3pt Shot: Made (3 PTS) Assist: Harden (1 AST)","148","212","3","0","1","1","","1610612745","201566","5","7","201935","1610612745","250000","0021900303"
"17","1st","27","09:33","[SAS 7-7] DeRozan Turnaround Jump Shot: Made (2 PTS)","2","132","2","0","47","1","","1610612759","201942","7","7","","1610612759","270000","0021900303"
"18","1st","28","09:19","[SAS] Poeltl Foul: Shooting (1 PF) (2 FTA) (J Capers)","0","-3","0","0","2","6","203991","1610612759","1627751","7","7","","1610612745","280000","0021900303"
"19","1st","30","09:19","[HOU 8-7] Capela Free Throw 1 of 2 (5 PTS)","0","-80","1","0","11","3","","1610612745","203991","7","8","","1610612745","3e+05","0021900303"
"20","1st","31","09:19","[HOU] Capela Free Throw 2 of 2 Missed","0","-80","2","0","12","3","","1610612745","203991","7","8","","1610612745","310000","0021900303"
"21","1st","32","09:17","[SAS] Poeltl Rebound (Off:0 Def:1)","0","-80","0","0","0","4","","1610612759","1627751","7","8","","1610612745","310001","0021900303"
"22","1st","33","09:01","Stoppage: Out-of-Bounds","0","-80","0","0","3","20","","0","0","7","8","","1610612759","330000","0021900303"
